Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID,PAYMENTID,EMPLOYEEID
,141871,1312,29809,2011-05-18 08:31:39.203000,2011-06-02 23:59:59,,,268712,34518,1028610,1028762,91
,142114,1320,1344,2011-05-19 08:41:39.937000,2011-05-19 23:59:59,,,269602,1547,1029041,1019094,91
,142111,1317,46689,2011-05-19 08:41:02.437000,2011-06-03 23:59:59,,,269599,53030,1029253,1024377,91
,142112,1318,1501,2011-05-19 08:41:06.157000,2011-06-03 23:59:59,,,269600,1707,1029254,1033517,91
,145948,1361,46998,2011-06-04 12:39:59.360000,2011-06-14 23:59:59,,,274250,53327,1029782,1039997,93
,142650,1327,49015,2011-05-23 09:06:56.450000,2011-05-22 23:59:59,,,270325,55378,1031218,1021087,93
,142649,1326,1464,2011-05-23 09:06:50.933000,2011-05-22 23:59:59,,,270324,1670,1031219,1021086,93
,142645,1322,1417,2011-05-23 09:03:53.760000,2011-06-06 23:59:59,,,270319,1623,1031225,1045573,93
,148067,1418,1417,2011-06-21 09:06:34.687000,2011-07-06 23:59:59,,,277834,1623,1031225,1045573,93
,142652,1329,49051,2011-05-23 09:07:12.637000,2011-05-23 23:59:59,,,270327,55421,1031455,1021090,93
,142651,1328,49040,2011-05-23 09:07:06.933000,2011-05-23 23:59:59,,,270326,55405,1031456,1021089,93
,142644,1321,1325,2011-05-23 09:03:49.793000,2011-06-06 23:59:59,,,270316,1528,1031652,1034507,93
,142645,1322,1417,2011-05-23 09:03:53.760000,2011-06-06 23:59:59,,,270320,1623,1031653,1045574,93
,148067,1418,1417,2011-06-21 09:06:34.687000,2011-07-06 23:59:59,,,277835,1623,1031653,1045574,93
,142646,1323,1605,2011-05-23 09:03:57.183000,2011-06-07 23:59:59,,,270321,1817,1031654,1034196,93
,142647,1324,7681,2011-05-23 09:04:00.353000,2011-06-06 23:59:59,,,270322,1749,1031655,1035304,93
,142648,1325,122852,2011-05-23 09:04:03.543000,2011-06-06 23:59:59,,,270323,1589,1031656,1037863,93
,142758,1331,1377,2011-05-24 08:57:16.750000,2011-05-24 23:59:59,,,270451,1580,1031996,1021793,93
,142759,1332,1310,2011-05-24 08:57:22.703000,2011-05-24 23:59:59,,,270452,1602,1031998,1021794,93
,142757,1330,27285,2011-05-24 08:53:19.470000,2011-06-22 23:59:59,,,270450,31594,1032211,1040988,93
,142846,1334,1543,2011-05-25 08:04:32.547000,2011-05-25 23:59:59,,,270553,1751,1032487,1022344,91
,142845,1333,19424,2011-05-25 08:03:58.970000,2011-06-09 23:59:59,,,270552,22314,1032656,1041626,91
,143192,1337,1305,2011-05-26 08:12:28.157000,2011-05-26 23:59:59,,,271146,1508,1033184,1022859,91
,143190,1335,39387,2011-05-26 08:12:02.780000,2011-06-10 23:59:59,,,271144,44539,1033375,1029631,91
,143312,1340,1555,2011-05-27 08:25:14.500000,2011-05-27 23:59:59,,,271305,1764,1033797,1023513,91
,143311,1339,40293,2011-05-27 08:25:08.923000,2011-05-27 23:59:59,,,271304,33237,1033801,1023512,91
,146063,1364,1303,2011-06-06 09:32:26.687000,2011-06-21 23:59:59,,,274399,1506,1033802,1024297,93
,146063,1364,1303,2011-06-06 09:32:26.687000,2011-06-21 23:59:59,,,274399,1506,1033802,1038698,93
,146064,1365,46363,2011-06-06 09:32:30.280000,2011-06-21 23:59:59,,,274402,52671,1033803,1034831,93
,143310,1338,41371,2011-05-27 08:24:44.423000,2011-06-11 23:59:59,,,271303,47056,1033980,1038701,91
,143399,1343,1342,2011-05-28 07:41:57.140000,2011-05-28 23:59:59,,,271442,1545,1034360,1024259,91
,143400,1344,1497,2011-05-28 07:42:02.640000,2011-05-28 23:59:59,,,271443,1703,1034363,1024260,91
,143401,1345,1525,2011-05-28 07:42:08.377000,2011-05-28 23:59:59,,,271444,1732,1034365,1024261,91
,143402,1346,1310,2011-05-28 07:42:14.157000,2011-05-28 23:59:59,,,271445,1513,1034367,1024262,91
,143398,1342,1436,2011-05-28 07:41:32.140000,2011-06-12 23:59:59,,,271441,1642,1034585,1073183,91
,149204,1436,1436,2011-06-27 09:08:52.797000,2011-07-12 23:59:59,,,279432,1642,1034585,1073183,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273613,53420,1034586,1033918,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273617,53420,1034587,1033919,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273612,53420,1034588,1033920,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273614,53420,1034589,1033921,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273614,53420,1034589,1033927,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273614,53420,1034589,1041672,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273618,53420,1034590,1041674,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273611,53420,1034591,1041675,93
,146063,1364,1303,2011-06-06 09:32:26.687000,2011-06-21 23:59:59,,,274398,1506,1034600,1024298,93
,146063,1364,1303,2011-06-06 09:32:26.687000,2011-06-21 23:59:59,,,274398,1506,1034600,1057096,93
,146542,1382,46455,2011-06-10 07:49:16.203000,2011-06-25 23:59:59,,,275041,52764,1034632,1024367,91
,152469,1480,46455,2011-07-11 09:13:18.360000,2011-07-25 23:59:59,,,283201,52764,1034632,1024367,93
,146542,1382,46455,2011-06-10 07:49:16.203000,2011-06-25 23:59:59,,,275041,52764,1034632,1069261,91
,152469,1480,46455,2011-07-11 09:13:18.360000,2011-07-25 23:59:59,,,283201,52764,1034632,1069261,93
,146328,1375,1379,2011-06-08 07:47:33.483000,2011-06-23 23:59:59,,,274770,1582,1034885,1044414,91
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273615,53420,1034886,1041673,93
,145948,1361,46998,2011-06-04 12:39:59.360000,2011-06-14 23:59:59,,,274249,53327,1035175,1039998,93
,143647,1349,38058,2011-05-31 08:29:13.427000,2011-05-31 23:59:59,,,271765,42880,1035594,1025109,91
,143645,1347,28616,2011-05-31 08:28:37.363000,2011-06-15 23:59:59,,,271763,33032,1035813,1040102,91
,143645,1347,28616,2011-05-31 08:28:37.363000,2011-06-15 23:59:59,,,271763,33032,1035813,1040103,91
,143646,1348,1509,2011-05-31 08:28:42.097000,2011-06-14 23:59:59,,,271764,1715,1035814,1041333,91
,144519,1351,1605,2011-06-01 08:53:39.457000,2011-06-01 00:00:00,,,272665,1822,1036689,1027131,91
,144523,1353,1345,2011-06-01 08:53:59.583000,2011-06-01 00:00:00,,,272670,1548,1036693,1027135,91
,144522,1352,1508,2011-06-01 08:53:44.927000,2011-06-01 00:00:00,,,272669,1714,1036698,1027133,91
,144518,1350,1309,2011-06-01 08:53:26.863000,2011-06-01 00:00:00,,,272664,1512,1036712,1027129,91
,145802,1356,39205,2011-06-03 09:38:04.280000,2011-06-02 23:59:59,,,274059,44332,1042462,1030778,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273616,53420,1042467,1041676,93
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281929,53420,1042467,1041676,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290140,53420,1042467,1041676,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304125,53420,1042467,1041676,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312562,53420,1042467,1041676,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273616,53420,1042467,1253961,93
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281929,53420,1042467,1253961,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290140,53420,1042467,1253961,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304125,53420,1042467,1253961,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312562,53420,1042467,1253961,93
,145399,1354,47823,2011-06-02 08:59:48.520000,2011-06-17 23:59:59,,,273610,54266,1042725,1039458,93
,145400,1355,47080,2011-06-02 08:59:52.567000,2011-06-17 23:59:59,,,273619,53420,1042726,1253963,93
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281930,53420,1042726,1253963,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290141,53420,1042726,1253963,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304126,53420,1042726,1253963,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312563,53420,1042726,1253963,93
,145803,1357,1390,2011-06-03 09:38:09.610000,2011-06-03 23:59:59,,,274060,1594,1043079,1030779,93
,145899,1360,1376,2011-06-04 09:09:11.313000,2011-06-04 23:59:59,,,274173,1579,1043792,1032018,93
,145897,1358,1520,2011-06-04 09:08:32.640000,2011-06-19 23:59:59,,,274170,1726,1043797,1035254,93
,145897,1358,1520,2011-06-04 09:08:32.640000,2011-06-19 23:59:59,,,274171,1726,1044070,1068878,93
,151633,1459,1520,2011-07-05 07:45:44.877000,2011-07-19 23:59:59,,,282152,1726,1044070,1068878,91
,145948,1361,46998,2011-06-04 12:39:59.360000,2011-06-14 23:59:59,,,274252,53327,1044227,1042578,93
,146453,1381,1340,2011-06-09 11:09:01.140000,2011-06-05 23:59:59,,,274915,1757,1044421,1035979,91
,146067,1368,1356,2011-06-06 09:33:14.953000,2011-06-06 23:59:59,,,274406,1559,1044757,1033149,93
,146068,1369,1598,2011-06-06 09:33:22.547000,2011-06-06 23:59:59,,,274407,44334,1044758,1033150,93
,146063,1364,1303,2011-06-06 09:32:26.687000,2011-06-21 23:59:59,,,274397,1506,1044764,1038699,93
,146064,1365,46363,2011-06-06 09:32:30.280000,2011-06-21 23:59:59,,,274401,52671,1044765,1034832,93
,146062,1363,1468,2011-06-06 09:32:23.343000,2011-06-20 23:59:59,,,274395,1674,1045628,1042571,93
,146064,1365,46363,2011-06-06 09:32:30.280000,2011-06-21 23:59:59,,,274403,52671,1045629,1048701,93
,146065,1366,19424,2011-06-06 09:32:33.640000,2011-06-21 23:59:59,,,274404,50682,1045630,1041628,93
,146066,1367,122852,2011-06-06 09:32:36.890000,2011-06-21 23:59:59,,,274405,1827,1045631,1051841,93
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281931,53420,1045946,1253962,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290142,53420,1045946,1253962,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304127,53420,1045946,1253962,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312564,53420,1045946,1253962,93
,146196,1373,47554,2011-06-07 09:02:18.017000,2011-06-07 23:59:59,,,274591,53969,1046018,1034195,93
,146195,1372,1539,2011-06-07 09:02:10.517000,2011-06-07 23:59:59,,,274590,1746,1046019,1034194,93
,146197,1374,1310,2011-06-07 09:02:34.937000,2011-06-07 23:59:59,,,274592,1789,1046020,1034197,93
,147162,1396,1403,2011-06-16 09:07:10.077000,2011-07-01 00:00:00,,,275811,1604,1046025,1153907,93
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284403,1604,1046025,1153907,93
,147162,1396,1403,2011-06-16 09:07:10.077000,2011-07-01 00:00:00,,,275813,1608,1046027,1153908,93
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284410,1608,1046027,1153908,93
,146193,1370,31001,2011-06-07 09:01:12.923000,2011-06-22 23:59:59,,,274588,35771,1046306,1043531,93
,146194,1371,1441,2011-06-07 09:01:18.017000,2011-06-22 23:59:59,,,274589,55760,1046307,1043693,93
,149203,1435,1378,2011-06-27 09:08:49.407000,2011-07-12 23:59:59,,,279431,1581,1046450,1034648,93
,149203,1435,1378,2011-06-27 09:08:49.407000,2011-07-12 23:59:59,,,279431,1581,1046450,1060535,93
,146329,1376,46025,2011-06-08 07:48:07.423000,2011-06-08 23:59:59,,,274772,52016,1046638,1035185,91
,146330,1377,1605,2011-06-08 07:48:12.937000,2011-06-08 23:59:59,,,274773,1823,1046639,1035186,91
,146328,1375,1379,2011-06-08 07:47:33.483000,2011-06-23 23:59:59,,,274771,1582,1047112,1044415,91
,146431,1379,1460,2011-06-09 08:48:50.077000,2011-06-09 23:59:59,,,274890,1666,1047441,1035885,91
,146432,1380,49619,2011-06-09 08:48:57.220000,2011-06-09 23:59:59,,,274891,56022,1047442,1035886,91
,146430,1378,33499,2011-06-09 08:48:43.157000,2011-06-09 23:59:59,,,274889,37183,1047443,1035884,91
,146543,1383,1408,2011-06-10 07:49:37.173000,2011-06-10 23:59:59,,,275042,1613,1048191,1036633,91
,148067,1418,1417,2011-06-21 09:06:34.687000,2011-07-06 23:59:59,,,277837,1623,1048381,1045575,93
,146650,1386,47652,2011-06-11 08:16:27.890000,2011-06-11 23:59:59,,,275171,54083,1048811,1037653,91
,146648,1384,39407,2011-06-11 08:16:15.843000,2011-06-11 23:59:59,,,275169,44560,1048812,1037650,91
,146649,1385,1340,2011-06-11 08:16:22.157000,2011-06-11 23:59:59,,,275170,8218,1048816,1037652,91
,146789,1388,1340,2011-06-13 09:05:45.733000,2011-06-12 23:59:59,,,275350,1543,1049879,1038598,93
,148067,1418,1417,2011-06-21 09:06:34.687000,2011-07-06 23:59:59,,,277836,1623,1049880,1045576,93
,146791,1390,1365,2011-06-13 09:05:56.687000,2011-06-13 23:59:59,,,275352,1568,1050124,1038600,93
,146790,1389,1333,2011-06-13 09:05:51.017000,2011-06-13 23:59:59,,,275351,1536,1050125,1038599,93
,146788,1387,1590,2011-06-13 09:04:22.517000,2011-06-27 23:59:59,,,275349,1801,1050392,1045408,93
,146882,1391,1386,2011-06-14 07:44:15.980000,2011-06-14 23:59:59,,,275451,1590,1050718,1039254,91
,146885,1394,1391,2011-06-14 07:44:32.853000,2011-06-14 23:59:59,,,275454,1595,1050719,1039257,91
,146884,1393,33593,2011-06-14 07:44:27.620000,2011-06-14 23:59:59,,,275453,37289,1050720,1039256,91
,146886,1395,1357,2011-06-14 07:44:38.400000,2011-06-14 23:59:59,,,275455,1560,1050721,1039258,91
,146883,1392,38399,2011-06-14 07:44:21.840000,2011-06-14 23:59:59,,,275452,43386,1050722,1039255,91
,147169,1402,41198,2011-06-16 09:09:38.813000,2011-06-16 23:59:59,,,275822,46902,1051953,1040606,93
,147162,1396,1403,2011-06-16 09:07:10.077000,2011-07-01 00:00:00,,,275814,1604,1052455,1153911,93
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284404,1604,1052455,1153911,93
,147162,1396,1403,2011-06-16 09:07:10.077000,2011-07-01 00:00:00,,,275815,1608,1052456,1153912,93
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284411,1608,1052456,1153912,93
,147163,1397,1400,2011-06-16 09:07:14.877000,2011-07-01 00:00:00,,,275816,1605,1052457,1051844,93
,147164,1398,1375,2011-06-16 09:07:18.127000,2011-07-01 00:00:00,,,275817,1578,1052458,1050054,93
,147165,1399,1435,2011-06-16 09:07:21.360000,2011-07-01 00:00:00,,,275818,1641,1052459,1051144,93
,147166,1400,1299,2011-06-16 09:07:24.593000,2011-07-01 00:00:00,,,275819,1502,1052460,1049353,93
,147167,1401,1433,2011-06-16 09:07:27.827000,2011-07-01 00:00:00,,,275820,1639,1052461,1051847,93
,147555,1405,1550,2011-06-17 08:27:16.610000,2011-06-17 23:59:59,,,277019,1758,1053247,1041220,91
,147556,1406,1310,2011-06-17 08:27:23.970000,2011-06-17 23:59:59,,,277020,1806,1053248,1041221,91
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284407,1604,1053253,1153909,93
,153356,1496,1403,2011-07-18 10:01:18.577000,2011-08-01 00:00:00,,,284412,1608,1053254,1153910,93
,147553,1403,29809,2011-06-17 08:26:46.860000,2011-07-02 23:59:59,,,277017,34518,1053561,1057662,91
,147554,1404,1444,2011-06-17 08:26:51.843000,2011-07-02 23:59:59,,,277018,1650,1053562,1057263,91
,149532,1445,1509,2011-06-29 08:17:56.953000,2011-07-14 23:59:59,,,279893,1715,1053611,1041334,91
,155391,1540,1509,2011-07-30 09:12:54.437000,2011-08-14 23:59:59,,,287861,1715,1053611,1041334,91
,149532,1445,1509,2011-06-29 08:17:56.953000,2011-07-14 23:59:59,,,279893,1715,1053611,1148093,91
,155391,1540,1509,2011-07-30 09:12:54.437000,2011-08-14 23:59:59,,,287861,1715,1053611,1148093,91
,147723,1410,1440,2011-06-18 09:04:03.250000,2011-06-18 23:59:59,,,277345,1818,1053932,1041994,95
,147721,1408,47856,2011-06-18 09:03:51.530000,2011-06-18 23:59:59,,,277343,54303,1053934,1041992,95
,147724,1411,1341,2011-06-18 09:04:08.797000,2011-06-18 23:59:59,,,277346,1544,1053936,1041995,95
,147722,1409,48572,2011-06-18 09:03:57.437000,2011-06-18 23:59:59,,,277344,49403,1053939,1041993,95
,147725,1412,1525,2011-06-18 09:04:14.267000,2011-06-18 23:59:59,,,277347,1781,1053940,1041996,95
,149204,1436,1436,2011-06-27 09:08:52.797000,2011-07-12 23:59:59,,,279433,1642,1053942,1073184,93
,147720,1407,1501,2011-06-18 09:02:05.157000,2011-07-03 23:59:59,,,277342,1707,1054132,1061129,95
,147890,1414,49748,2011-06-20 09:22:44.157000,2011-06-19 23:59:59,,,277597,56152,1054409,1042569,93
,147892,1416,1344,2011-06-20 09:23:00.063000,2011-06-19 23:59:59,,,277599,1547,1054410,1042572,93
,147891,1415,1478,2011-06-20 09:22:50.250000,2011-06-19 23:59:59,,,277598,1684,1054411,1042570,93
,147889,1413,50677,2011-06-20 09:12:35.233000,2011-07-04 23:59:59,,,277596,56995,1054933,1056483,93
,148070,1421,48966,2011-06-21 09:07:23.627000,2011-06-21 23:59:59,,,277841,55334,1055277,1043212,93
,148066,1417,1325,2011-06-21 09:06:30.500000,2011-07-06 23:59:59,,,277831,1528,1055633,1062011,93
,148067,1418,1417,2011-06-21 09:06:34.687000,2011-07-06 23:59:59,,,277838,1623,1055634,1068079,93
,148068,1419,7681,2011-06-21 09:06:38,2011-07-06 23:59:59,,,277839,1749,1055635,1044916,93
,148069,1420,122852,2011-06-21 09:06:41.327000,2011-07-06 23:59:59,,,277840,1589,1055636,1053620,93
,148761,1425,49015,2011-06-22 07:44:39.407000,2011-06-22 23:59:59,,,278858,55378,1056603,1043692,91
,148760,1424,1464,2011-06-22 07:44:33.593000,2011-06-22 23:59:59,,,278857,1670,1056605,1043691,91
,148758,1422,1605,2011-06-22 07:44:07.063000,2011-07-07 23:59:59,,,278853,1817,1056798,1059113,91
,148759,1423,19382,2011-06-22 07:44:11.140000,2011-07-07 23:59:59,,,278856,34536,1056799,1045999,91
,148870,1429,49051,2011-06-23 08:01:23.627000,2011-06-23 23:59:59,,,279003,55421,1057105,1044273,91
,148869,1428,49040,2011-06-23 08:01:17.937000,2011-06-23 23:59:59,,,279002,55405,1057106,1044272,91
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281932,53420,1057111,1253964,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290143,53420,1057111,1253964,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304128,53420,1057111,1253964,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312565,53420,1057111,1253964,93
,148867,1426,51346,2011-06-23 08:00:31.797000,2011-07-08 23:59:59,,,279000,57646,1057290,1056779,91
,148958,1431,1310,2011-06-24 07:44:31.220000,2011-06-24 23:59:59,,,279102,1602,1057567,1044731,91
,148957,1430,19424,2011-06-24 07:43:02.983000,2011-07-09 23:59:59,,,279101,22314,1057734,1074186,91
,154853,1526,19424,2011-07-25 10:45:15.627000,2011-08-09 23:59:59,,,287154,22314,1057734,1074186,93
,149039,1433,1543,2011-06-25 07:37:11.733000,2011-06-25 23:59:59,,,279209,1751,1058103,1045401,91
,151633,1459,1520,2011-07-05 07:45:44.877000,2011-07-19 23:59:59,,,282153,1726,1058104,1068879,91
,149038,1432,39387,2011-06-25 07:36:49.517000,2011-07-10 23:59:59,,,279208,44539,1058271,1060590,91
,149207,1439,49118,2011-06-27 09:10:54.203000,2011-06-26 23:59:59,,,279437,55493,1058647,1046399,93
,149208,1440,1305,2011-06-27 09:11:00.377000,2011-06-26 23:59:59,,,279438,1508,1058653,1046400,93
,149206,1438,1555,2011-06-27 09:10:48.827000,2011-06-27 23:59:59,,,279436,1764,1058920,1046398,93
,149205,1437,40293,2011-06-27 09:10:42.750000,2011-06-27 23:59:59,,,279435,33237,1058924,1046397,93
,149202,1434,41371,2011-06-27 09:08:44.890000,2011-07-11 23:59:59,,,279430,47056,1059211,1060585,93
,149204,1436,1436,2011-06-27 09:08:52.797000,2011-07-12 23:59:59,,,279434,1642,1059212,1073186,93
,149314,1441,1342,2011-06-28 08:19:45.890000,2011-06-28 23:59:59,,,279566,1545,1062196,1049039,91
,149315,1442,1497,2011-06-28 08:19:52.547000,2011-06-28 23:59:59,,,279567,1703,1062200,1049040,91
,149316,1443,1525,2011-06-28 08:19:59.047000,2011-06-28 23:59:59,,,279568,1732,1062201,1049041,91
,149317,1444,1310,2011-06-28 08:20:04.470000,2011-06-28 23:59:59,,,279569,1513,1062205,1049042,91
,149630,1447,38058,2011-06-30 08:47:10.843000,2011-05-31 23:59:59,,,279996,42880,1063606,1050673,91
,149629,1446,28616,2011-06-30 08:46:42.890000,2011-07-15 23:59:59,,,279995,33032,1063914,1068846,91
,149828,1449,1605,2011-07-01 07:58:56.797000,2011-07-01 00:00:00,,,280225,1822,1064672,1051845,91
,149830,1451,1345,2011-07-01 07:59:17.953000,2011-07-01 00:00:00,,,280227,1548,1064675,1051848,91
,149829,1450,1508,2011-07-01 07:59:02.483000,2011-07-01 00:00:00,,,280226,1714,1064682,1051846,91
,149827,1448,1309,2011-07-01 07:58:43.843000,2011-07-01 00:00:00,,,280224,1512,1064695,1051843,91
,152469,1480,46455,2011-07-11 09:13:18.360000,2011-07-25 23:59:59,,,283202,52764,1064698,1069262,93
,151452,1454,39205,2011-07-02 08:47:32.640000,2011-07-02 23:59:59,,,281935,44332,1070399,1055366,91
,151453,1455,1319,2011-07-02 08:47:37.890000,2011-07-02 23:59:59,,,281936,1522,1070401,1055367,91
,151450,1452,47080,2011-07-02 08:47:08.593000,2011-07-17 23:59:59,,,281933,53420,1070627,1253966,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290144,53420,1070627,1253966,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304129,53420,1070627,1253966,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312566,53420,1070627,1253966,93
,151451,1453,47823,2011-07-02 08:47:12.610000,2011-07-17 23:59:59,,,281934,54266,1070628,1067474,91
,151552,1456,1390,2011-07-03 13:00:19.547000,2011-07-03 23:59:59,,,282060,1594,1070926,1056224,91
,157468,1547,47080,2011-08-02 09:16:19.020000,2011-08-17 23:59:59,,,290145,53420,1070934,1253965,93
,166423,1643,47080,2011-09-02 09:37:38.130000,2011-09-17 23:59:59,,,304130,53420,1070934,1253965,93
,172284,1735,47080,2011-10-03 09:19:28.280000,2011-10-17 23:59:59,,,312567,53420,1070934,1253965,93
,151638,1462,1380,2011-07-05 07:46:19.767000,2011-07-04 23:59:59,,,282160,1583,1071203,1056478,91
