Totals & Averages,CREDITID,PAYMENTID,LEDGERID,RECEIPTID,MEMOID,DCREDIT,DCCREDITAMT,DCREATED,SMEMO,EMPLOYEEID
,1558609,8218705,253062,4736034,1156125,2019-04-30 09:27:07.207000,15,2019-04-30 09:27:10.567000,Waived current late fee 1.,1212
,1558610,8218705,253062,4736034,1156125,2019-04-30 09:27:07.207000,-15,2019-04-30 09:27:10.570000,Waived current late fee 1.,1212
,1559563,8226586,152543,4741406,1156916,2019-05-04 09:03:05.250000,15,2019-05-04 09:02:57.480000,Waived current late fee 1.,1179
,1559564,8226586,152543,4741406,1156916,2019-05-04 09:03:05.250000,-15,2019-05-04 09:02:57.483000,Waived current late fee 1.,1179
,1559771,8228233,337720,4742442,1157105,2019-05-06 11:50:29.167000,15,2019-05-06 11:50:22.400000,Waived current late fee 1.,1212
,1559772,8228233,337720,4742442,1157105,2019-05-06 11:50:29.167000,-15,2019-05-06 11:50:22.400000,Waived current late fee 1.,1212
,1559913,8229173,149506,4743036,1157208,2019-05-07 09:24:05.957000,15,2019-05-07 09:23:59.560000,Waived current late fee 1.,1212
,1559914,8229173,149506,4743036,1157208,2019-05-07 09:24:05.957000,-15,2019-05-07 09:23:59.563000,Waived current late fee 1.,1212
,1559925,8229227,384256,4743073,1157221,2019-05-07 09:59:59.317000,15,2019-05-07 10:00:19.097000,Reservation Fee,1212
,1559926,8229227,384256,4743073,1157221,2019-05-07 09:59:59.317000,-15,2019-05-07 10:00:19.097000,Reservation Fee,1212
,1559927,8229229,384256,4743073,1157222,2019-05-07 09:59:59.317000,10,2019-05-07 10:00:19.100000,Reservation Fee,1212
,1559928,8229229,384256,4743073,1157222,2019-05-07 09:59:59.317000,-10,2019-05-07 10:00:19.100000,Reservation Fee,1212
,1560127,8229754,54734,4743354,1157307,2019-05-07 14:28:47.763000,15,2019-05-07 14:28:40.883000,Waived current late fee 1.,1212
,1560128,8229754,54734,4743354,1157307,2019-05-07 14:28:47.763000,-15,2019-05-07 14:28:40.883000,Waived current late fee 1.,1212
,1560217,8230057,101412,4743506,1157353,2019-05-07 17:16:57.773000,15,2019-05-07 17:16:51.190000,Waived current late fee 1.,1212
,1560218,8230057,101412,4743506,1157353,2019-05-07 17:16:57.773000,-15,2019-05-07 17:16:51.193000,Waived current late fee 1.,1212
,1562373,8241252,328273,4749786,1158822,2019-05-23 16:43:46.570000,15,2019-05-23 16:43:49.487000,Waived current late fee 1.,93
,1562374,8241252,328273,4749786,1158822,2019-05-23 16:43:46.570000,-15,2019-05-23 16:43:49.487000,Waived current late fee 1.,93
,1562463,8241939,229090,4750170,1158894,2019-05-24 15:07:53.590000,15,2019-05-24 15:07:56.423000,Waived current late fee 1.,93
,1562464,8241939,229090,4750170,1158894,2019-05-24 15:07:53.590000,-15,2019-05-24 15:07:56.423000,Waived current late fee 1.,93
,1563027,8243311,253062,4750848,1159025,2019-05-27 11:40:56.750000,15,2019-05-27 11:41:00.687000,Waived current late fee 1.,2082
,1563028,8243311,253062,4750848,1159025,2019-05-27 11:40:56.750000,-15,2019-05-27 11:41:00.690000,Waived current late fee 1.,2082
,1564293,8253394,152543,4757392,1160075,2019-06-03 18:08:26.610000,15,2019-06-03 18:08:28.340000,Waived current late fee 1.,93
,1564294,8253394,152543,4757392,1160075,2019-06-03 18:08:26.610000,-15,2019-06-03 18:08:28.340000,Waived current late fee 1.,93
,1566901,8264974,384445,4763733,1161565,2019-06-17 13:37:30.950000,15,2019-06-17 13:37:22.880000,Waived current late fee 1.,2082
,1566902,8264974,384445,4763733,1161565,2019-06-17 13:37:30.950000,-15,2019-06-17 13:37:22.880000,Waived current late fee 1.,2082
,1566955,8265416,385796,4763964,1161613,2019-06-18 09:18:28.867000,15,2019-06-18 09:19:12.350000,Reservation Fee,2082
,1566956,8265416,385796,4763964,1161613,2019-06-18 09:18:28.867000,-15,2019-06-18 09:19:12.350000,Reservation Fee,2082
,1566957,8265418,385796,4763964,1161614,2019-06-18 09:18:28.867000,10,2019-06-18 09:19:12.350000,Reservation Fee,2082
,1566958,8265418,385796,4763964,1161614,2019-06-18 09:18:28.867000,-10,2019-06-18 09:19:12.350000,Reservation Fee,2082
,1567371,8268502,337179,4765596,1161995,2019-06-22 09:24:10.720000,15,2019-06-22 09:24:13.707000,Waived current late fee 1.,1179
,1567372,8268502,337179,4765596,1161995,2019-06-22 09:24:10.720000,-15,2019-06-22 09:24:13.707000,Waived current late fee 1.,1179
,1567373,8268503,337179,4765596,1161996,2019-06-22 09:24:10.720000,25,2019-06-22 09:24:13.707000,Waived current late fee 2.,1179
,1567374,8268503,337179,4765596,1161996,2019-06-22 09:24:10.720000,-25,2019-06-22 09:24:13.707000,Waived current late fee 2.,1179
,1568123,8273897,328802,4768621,1162713,2019-06-29 12:06:13.233000,25,2019-06-29 12:06:15.020000,Waived current late fee 2.,1179
,1568124,8273897,328802,4768621,1162713,2019-06-29 12:06:13.233000,-25,2019-06-29 12:06:15.020000,Waived current late fee 2.,1179
,1568475,8278021,137660,4771680,1163047,2019-07-01 16:39:54.163000,15,2019-07-01 16:40:09.460000,Waived current late fee 1.,2082
,1568476,8278021,137660,4771680,1163047,2019-07-01 16:39:54.163000,-15,2019-07-01 16:40:09.467000,Waived current late fee 1.,2082
,1568559,8278853,386364,4772257,1163099,2019-07-02 08:35:53.723000,15,2019-07-02 08:36:18.210000,Reservation Fee,2082
,1568560,8278853,386364,4772257,1163099,2019-07-02 08:35:53.723000,-15,2019-07-02 08:36:18.210000,Reservation Fee,2082
,1568561,8278855,386364,4772257,1163100,2019-07-02 08:35:53.723000,10,2019-07-02 08:36:18.210000,Reservation Fee,2082
,1568562,8278855,386364,4772257,1163100,2019-07-02 08:35:53.723000,-10,2019-07-02 08:36:18.210000,Reservation Fee,2082
,1569339,8283876,264468,4775358,1163569,2019-07-06 11:38:06.460000,15,2019-07-06 11:38:03.420000,Waived current late fee 1.,1179
,1569340,8283876,264468,4775358,1163569,2019-07-06 11:38:06.460000,-15,2019-07-06 11:38:03.420000,Waived current late fee 1.,1179
,1569467,8284941,1510,4775983,1163657,2019-07-08 11:10:14.213000,15,2019-07-08 11:10:12.383000,Waived current late fee 1.,93
,1569468,8284941,1510,4775983,1163657,2019-07-08 11:10:14.213000,-15,2019-07-08 11:10:12.383000,Waived current late fee 1.,93
,1569527,8285308,331969,4776212,1163695,2019-07-08 14:23:11.470000,15,2019-07-08 14:23:39.153000,Waived current late fee 1.,93
,1569528,8285308,331969,4776212,1163695,2019-07-08 14:23:11.470000,-15,2019-07-08 14:23:39.153000,Waived current late fee 1.,93
,1569549,8285489,86852,4776316,1163714,2019-07-08 15:56:07.933000,15,2019-07-08 15:56:06.493000,Waived current late fee 1.,93
,1569550,8285489,86852,4776316,1163714,2019-07-08 15:56:07.933000,-15,2019-07-08 15:56:06.493000,Waived current late fee 1.,93
,1569993,8286326,272040,4776712,1163786,2019-07-09 12:53:58.050000,15,2019-07-09 12:54:15.360000,Waived current late fee 1.,2082
,1569994,8286326,272040,4776712,1163786,2019-07-09 12:53:58.050000,-15,2019-07-09 12:54:15.360000,Waived current late fee 1.,2082
,1570599,8288227,385302,4777700,1164011,2019-07-11 11:24:05.590000,15,2019-07-11 11:24:08.670000,Waived current late fee 1.,93
,1570600,8288227,385302,4777700,1164011,2019-07-11 11:24:05.590000,-15,2019-07-11 11:24:08.670000,Waived current late fee 1.,93
,1571033,8289610,171265,4778400,1164220,2019-07-12 16:05:29.133000,15,2019-07-12 16:05:31.620000,Waived current late fee 1.,1179
,1571034,8289610,171265,4778400,1164220,2019-07-12 16:05:29.133000,-15,2019-07-12 16:05:31.620000,Waived current late fee 1.,1179
,1571035,8289611,171265,4778400,1164221,2019-07-12 16:05:29.133000,25,2019-07-12 16:05:31.620000,Waived current late fee 2.,1179
,1571036,8289611,171265,4778400,1164221,2019-07-12 16:05:29.133000,-25,2019-07-12 16:05:31.620000,Waived current late fee 2.,1179
,1571037,8289612,331351,4778401,1164222,2019-07-12 16:05:45.430000,15,2019-07-12 16:05:48.300000,Waived current late fee 1.,1179
,1571038,8289612,331351,4778401,1164222,2019-07-12 16:05:45.430000,-15,2019-07-12 16:05:48.300000,Waived current late fee 1.,1179
,1571039,8289613,331351,4778401,1164223,2019-07-12 16:05:45.430000,25,2019-07-12 16:05:48.300000,Waived current late fee 2.,1179
,1571040,8289613,331351,4778401,1164223,2019-07-12 16:05:45.430000,-25,2019-07-12 16:05:48.300000,Waived current late fee 2.,1179
,1580305,8305533,387342,4785260,1165747,2019-07-30 14:35:20.487000,15,2019-07-30 14:35:27.260000,Reservation Fee,2082
,1580306,8305533,387342,4785260,1165747,2019-07-30 14:35:20.487000,-15,2019-07-30 14:35:27.260000,Reservation Fee,2082
,1580307,8305534,387342,4785260,1165748,2019-07-30 14:35:20.487000,10,2019-07-30 14:35:27.260000,Reservation Fee,2082
,1580308,8305534,387342,4785260,1165748,2019-07-30 14:35:20.487000,-10,2019-07-30 14:35:27.260000,Reservation Fee,2082
,1580957,8312045,86393,4789863,1166386,2019-08-03 09:40:44.350000,15,2019-08-03 09:40:43.060000,Waived current late fee 1.,1179
,1580958,8312045,86393,4789863,1166386,2019-08-03 09:40:44.350000,-15,2019-08-03 09:40:43.060000,Waived current late fee 1.,1179
,1580959,8312046,330254,4789863,1166387,2019-08-03 09:40:44.350000,15,2019-08-03 09:40:43.060000,Waived current late fee 1.,1179
,1580960,8312046,330254,4789863,1166387,2019-08-03 09:40:44.350000,-15,2019-08-03 09:40:43.060000,Waived current late fee 1.,1179
,1580961,8312055,152543,4789869,1166388,2019-08-03 09:42:23.177000,15,2019-08-03 09:42:21.340000,Waived current late fee 1.,1179
,1580962,8312055,152543,4789869,1166388,2019-08-03 09:42:23.177000,-15,2019-08-03 09:42:21.340000,Waived current late fee 1.,1179
,1582571,8318104,265841,4793389,1167099,2019-08-09 09:45:35.843000,15,2019-08-09 09:45:35.910000,Waived current late fee 1.,93
,1582572,8318104,265841,4793389,1167099,2019-08-09 09:45:35.843000,-15,2019-08-09 09:45:35.910000,Waived current late fee 1.,93
,1582833,8318528,386368,4793596,1167141,2019-08-09 13:46:52.597000,15,2019-08-09 13:47:43.687000,Waived current late fee 1.,93
,1582834,8318528,386368,4793596,1167141,2019-08-09 13:46:52.597000,-15,2019-08-09 13:47:43.687000,Waived current late fee 1.,93
,1583297,8320731,152543,4794824,1167470,2019-08-12 18:13:16.650000,25,2019-08-12 18:13:35.873000,Waived current late fee 2.,93
,1583298,8320731,152543,4794824,1167470,2019-08-12 18:13:16.650000,-25,2019-08-12 18:13:35.873000,Waived current late fee 2.,93
,1583833,8322580,387950,4795865,1167704,2019-08-15 11:16:31.607000,15,2019-08-15 11:16:38.437000,Reservation Fee,93
,1583834,8322580,387950,4795865,1167704,2019-08-15 11:16:31.607000,-15,2019-08-15 11:16:38.437000,Reservation Fee,93
,1583835,8322581,387950,4795865,1167705,2019-08-15 11:16:31.607000,10,2019-08-15 11:16:38.437000,Reservation Fee,93
,1583836,8322581,387950,4795865,1167705,2019-08-15 11:16:31.607000,-10,2019-08-15 11:16:38.437000,Reservation Fee,93
,1586729,8327045,332188,4797848,1168126,2019-08-20 14:34:48.753000,15,2019-08-20 14:34:52.667000,Waived current late fee 1.,2082
,1586730,8327045,332188,4797848,1168126,2019-08-20 14:34:48.753000,-15,2019-08-20 14:34:52.667000,Waived current late fee 1.,2082
,1587261,8330712,81776,4799909,1168519,2019-08-26 10:57:43.753000,15,2019-08-26 10:57:49.977000,Waived current late fee 1.,93
,1587262,8330712,81776,4799909,1168519,2019-08-26 10:57:43.753000,-15,2019-08-26 10:57:49.977000,Waived current late fee 1.,93
,1587287,8331093,385796,4800128,1168549,2019-08-26 15:06:51.707000,15,2019-08-26 15:06:58.190000,Waived current late fee 1.,2082
,1587288,8331093,385796,4800128,1168549,2019-08-26 15:06:51.707000,-15,2019-08-26 15:06:58.207000,Waived current late fee 1.,2082
,1588779,8339623,239630,4805519,1169388,2019-09-03 12:28:03.887000,15,2019-09-03 12:28:06.217000,Waived current late fee 1.,2082
,1588780,8339623,239630,4805519,1169388,2019-09-03 12:28:03.887000,-15,2019-09-03 12:28:06.217000,Waived current late fee 1.,2082
,1591251,8353090,387617,4813190,1170737,2019-09-17 14:12:07.423000,15,2019-09-17 14:12:09.177000,Waived current late fee 1.,2082
,1591252,8353090,387617,4813190,1170737,2019-09-17 14:12:07.423000,-15,2019-09-17 14:12:09.177000,Waived current late fee 1.,2082
,1591689,8354804,265841,4814120,1170903,2019-09-20 09:22:29.890000,25,2019-09-20 09:22:30.707000,Waived current late fee 2.,93
,1591690,8354804,265841,4814120,1170903,2019-09-20 09:22:29.890000,-25,2019-09-20 09:22:30.707000,Waived current late fee 2.,93
,1591967,8356845,252010,4815264,1171091,2019-09-23 14:17:09.053000,15,2019-09-23 14:17:12.597000,Waived current late fee 1.,93
,1591968,8356845,252010,4815264,1171091,2019-09-23 14:17:09.053000,-15,2019-09-23 14:17:12.597000,Waived current late fee 1.,93
,1592577,8359933,238125,4816977,1171458,2019-09-27 13:46:15.893000,15,2019-09-27 13:46:43.123000,Waived current late fee 1.,93
,1592578,8359933,238125,4816977,1171458,2019-09-27 13:46:15.893000,-15,2019-09-27 13:46:43.123000,Waived current late fee 1.,93
,1592627,8360640,337605,4817401,1171576,2019-09-28 13:14:56.913000,15,2019-09-28 13:14:59.133000,Waived current late fee 1.,93
,1592628,8360640,337605,4817401,1171576,2019-09-28 13:14:56.913000,-15,2019-09-28 13:14:59.133000,Waived current late fee 1.,93
,1594493,8372863,388471,4825319,1172677,2019-10-07 18:00:27.617000,15,2019-10-07 18:00:29.653000,Waived current late fee 1.,93
,1594494,8372863,388471,4825319,1172677,2019-10-07 18:00:27.617000,-15,2019-10-07 18:00:29.667000,Waived current late fee 1.,93
,1595835,8378128,279220,4828188,1173477,2019-10-14 15:53:00.297000,15,2019-10-14 15:53:02.237000,Waived current late fee 1.,93
,1595836,8378128,279220,4828188,1173477,2019-10-14 15:53:00.297000,-15,2019-10-14 15:53:02.237000,Waived current late fee 1.,93
,1596257,8380212,269881,4829298,1173734,2019-10-17 14:17:35.030000,15,2019-10-17 14:17:55.443000,Waived current late fee 1.,93
,1596258,8380212,269881,4829298,1173734,2019-10-17 14:17:35.030000,-15,2019-10-17 14:17:55.443000,Waived current late fee 1.,93
,1597805,8386617,329222,4832726,1174563,2019-10-26 12:39:03.203000,15,2019-10-26 12:39:04.037000,Waived current late fee 1.,93
,1597806,8386617,329222,4832726,1174563,2019-10-26 12:39:03.203000,-15,2019-10-26 12:39:04.037000,Waived current late fee 1.,93
,1597887,8387242,1777,4833125,1174611,2019-10-28 09:32:29.577000,15,2019-10-28 09:32:36.590000,Waived current late fee 1.,93
,1597888,8387242,1777,4833125,1174611,2019-10-28 09:32:29.577000,-15,2019-10-28 09:32:36.590000,Waived current late fee 1.,93
,1598465,8390100,239630,4834786,1175031,2019-10-31 15:04:35.930000,15,2019-10-31 15:04:39.203000,Waived current late fee 1.,93
,1598466,8390100,239630,4834786,1175031,2019-10-31 15:04:35.930000,-15,2019-10-31 15:04:39.203000,Waived current late fee 1.,93
,1598467,8390101,236339,4834786,1175032,2019-10-31 15:04:35.930000,15,2019-10-31 15:04:39.203000,Waived current late fee 1.,93
,1598468,8390101,236339,4834786,1175032,2019-10-31 15:04:35.930000,-15,2019-10-31 15:04:39.203000,Waived current late fee 1.,93
,1635503,8561726,211203,4933059,1191682,2019-11-04 15:58:51.893000,15,2019-11-04 15:58:52.917000,Waived current late fee 1.,93
,1635504,8561726,211203,4933059,1191682,2019-11-04 15:58:51.893000,-15,2019-11-04 15:58:52.917000,Waived current late fee 1.,93
,1637283,8566785,337192,4936376,1193154,2019-11-08 15:36:30.753000,15,2019-11-08 15:36:32.490000,Waived current late fee 1.,1179
,1637284,8566785,337192,4936376,1193154,2019-11-08 15:36:30.753000,-15,2019-11-08 15:36:32.490000,Waived current late fee 1.,1179
,1637693,8569273,389646,4937768,1193463,2019-11-12 13:25:03.917000,15,2019-11-12 13:25:05.147000,Waived current late fee 1.,93
,1637694,8569273,389646,4937768,1193463,2019-11-12 13:25:03.917000,-15,2019-11-12 13:25:05.147000,Waived current late fee 1.,93
,1637991,8571071,331393,4938582,1193673,2019-11-14 14:10:42.540000,15,2019-11-14 14:10:44.897000,Waived current late fee 1.,93
,1637992,8571071,331393,4938582,1193673,2019-11-14 14:10:42.540000,-15,2019-11-14 14:10:44.897000,Waived current late fee 1.,93
,1638077,8571710,388605,4938889,1193739,2019-11-15 11:31:44.777000,15,2019-11-15 11:31:46.370000,Waived current late fee 1.,93
,1638078,8571710,388605,4938889,1193739,2019-11-15 11:31:44.777000,-15,2019-11-15 11:31:46.370000,Waived current late fee 1.,93
,1639997,8576468,388976,4941810,1195166,2019-11-21 12:28:03.090000,15,2019-11-21 12:28:04.977000,Waived current late fee 1.,93
,1639998,8576468,388976,4941810,1195166,2019-11-21 12:28:03.090000,-15,2019-11-21 12:28:04.977000,Waived current late fee 1.,93
,1641915,8591670,1827,4951289,1196765,2019-12-06 16:19:05.340000,15,2019-12-06 16:19:06.250000,Waived current late fee 1.,1179
,1641916,8591670,1827,4951289,1196765,2019-12-06 16:19:05.340000,-15,2019-12-06 16:19:06.250000,Waived current late fee 1.,1179
,1641917,8591671,154199,4951290,1196766,2019-12-06 16:19:21.300000,15,2019-12-06 16:19:21.923000,Waived current late fee 1.,1179
,1641918,8591671,154199,4951290,1196766,2019-12-06 16:19:21.300000,-15,2019-12-06 16:19:21.940000,Waived current late fee 1.,1179
,1642039,8592000,1827,4951460,1196808,2019-12-07 09:25:00.703000,25,2019-12-07 09:25:02.160000,Waived current late fee 2.,1179
,1642040,8592000,1827,4951460,1196808,2019-12-07 09:25:00.703000,-25,2019-12-07 09:25:02.160000,Waived current late fee 2.,1179
,1642319,8593531,331969,4952308,1197013,2019-12-09 15:43:08.713000,15,2019-12-09 15:43:23.433000,Waived current late fee 1.,2082
,1642320,8593531,331969,4952308,1197013,2019-12-09 15:43:08.713000,-15,2019-12-09 15:43:23.433000,Waived current late fee 1.,2082
,1642719,8595171,154199,4953184,1197210,2019-12-11 14:55:06.980000,25,2019-12-11 14:55:09.163000,Waived current late fee 2.,2082
,1642720,8595171,154199,4953184,1197210,2019-12-11 14:55:06.980000,-25,2019-12-11 14:55:09.163000,Waived current late fee 2.,2082
,1646235,8620539,237009,4968177,1200124,2020-01-13 09:16:14.917000,15,2020-01-13 09:16:22.040000,Waived current late fee 1.,93
,1646236,8620539,237009,4968177,1200124,2020-01-13 09:16:14.917000,-15,2020-01-13 09:16:22.043000,Waived current late fee 1.,93
,1646505,8621855,152543,4968858,1200284,2020-01-14 18:02:20.113000,25,2020-01-14 18:02:35.370000,Waived current late fee 2.,2082
,1646506,8621855,152543,4968858,1200284,2020-01-14 18:02:20.113000,-25,2020-01-14 18:02:35.370000,Waived current late fee 2.,2082
,1647439,8626873,389974,4971475,1200898,2020-01-23 09:38:04.230000,15,2020-01-23 09:38:06.590000,Waived current late fee 1.,1212
,1647440,8626873,389974,4971475,1200898,2020-01-23 09:38:04.230000,-15,2020-01-23 09:38:06.590000,Waived current late fee 1.,1212
,1649901,8637687,1777,4977804,1202013,2020-02-03 10:07:29.587000,25,2020-02-03 10:07:37.623000,Waived current late fee 2.,2082
,1649902,8637687,1777,4977804,1202013,2020-02-03 10:07:29.587000,-25,2020-02-03 10:07:37.623000,Waived current late fee 2.,2082
,1649957,8638903,334115,4978603,1202105,2020-02-03 14:18:53.710000,15,2020-02-03 14:19:00.710000,Waived current late fee 1.,2082
,1649958,8638903,334115,4978603,1202105,2020-02-03 14:18:53.710000,-15,2020-02-03 14:19:00.710000,Waived current late fee 1.,2082
,1650149,8640436,249967,4979455,1202273,2020-02-04 16:10:08.803000,15,2020-02-04 16:10:41.173000,Waived current late fee 1.,2082
,1650150,8640436,249967,4979455,1202273,2020-02-04 16:10:08.803000,-15,2020-02-04 16:10:41.173000,Waived current late fee 1.,2082
,1653035,8646232,331969,4982288,1202980,2020-02-10 16:13:26.010000,15,2020-02-10 16:13:27.497000,Waived current late fee 1.,2082
,1653036,8646232,331969,4982288,1202980,2020-02-10 16:13:26.010000,-15,2020-02-10 16:13:27.497000,Waived current late fee 1.,2082
,1653061,8646353,152543,4982359,1202996,2020-02-10 18:32:03.667000,15,2020-02-10 18:32:19.980000,Waived current late fee 1.,93
,1653062,8646353,152543,4982359,1202996,2020-02-10 18:32:03.667000,-15,2020-02-10 18:32:19.980000,Waived current late fee 1.,93
,1653315,8647370,388717,4982846,1203148,2020-02-12 11:23:22.993000,15,2020-02-12 11:23:25.370000,Waived current late fee 1.,1212
,1653316,8647370,388717,4982846,1203148,2020-02-12 11:23:22.993000,-15,2020-02-12 11:23:25.370000,Waived current late fee 1.,1212
,1653319,8647388,389641,4982856,1203150,2020-02-12 11:35:19.903000,15,2020-02-12 11:35:23.637000,Waived current late fee 1.,1212
,1653320,8647388,389641,4982856,1203150,2020-02-12 11:35:19.903000,-15,2020-02-12 11:35:23.650000,Waived current late fee 1.,1212
,1653627,8648725,400406,4983606,1203328,2020-02-14 12:01:22.693000,25,2020-02-14 12:01:26.880000,Reservation Fee,93
,1653628,8648725,400406,4983606,1203328,2020-02-14 12:01:22.693000,-25,2020-02-14 12:01:26.880000,Reservation Fee,93
,1653645,8648883,1615,4983687,1203348,2020-02-14 13:27:17.993000,15,2020-02-14 13:27:27.477000,Waived current late fee 1.,93
,1653646,8648883,1615,4983687,1203348,2020-02-14 13:27:17.993000,-15,2020-02-14 13:27:27.477000,Waived current late fee 1.,93
,1655739,8668227,401040,4995297,1205232,2020-03-06 13:37:23.553000,25,2020-03-06 13:37:34.063000,Reservation Fee,2082
,1655740,8668227,401040,4995297,1205232,2020-03-06 13:37:23.553000,-25,2020-03-06 13:37:34.063000,Reservation Fee,2082
,1657247,8676012,399477,4999441,1206201,2020-03-17 16:38:05.960000,15,2020-03-17 16:38:08.720000,Waived current late fee 1.,2082
,1657248,8676012,399477,4999441,1206201,2020-03-17 16:38:05.960000,-15,2020-03-17 16:38:08.733000,Waived current late fee 1.,2082
,1657465,8677127,106145,5000028,1206334,2020-03-19 14:30:48.157000,15,2020-03-19 14:30:50.967000,Waived current late fee 1.,93
,1657466,8677127,106145,5000028,1206334,2020-03-19 14:30:48.157000,-15,2020-03-19 14:30:50.967000,Waived current late fee 1.,93
,1657467,8677128,106145,5000028,1206335,2020-03-19 14:30:48.157000,25,2020-03-19 14:30:50.967000,Waived current late fee 2.,93
,1657468,8677128,106145,5000028,1206335,2020-03-19 14:30:48.157000,-25,2020-03-19 14:30:50.967000,Waived current late fee 2.,93
,1657979,8679755,137163,5001494,1206612,2020-03-24 11:23:01.163000,15,2020-03-24 11:23:04.410000,Waived current late fee 1.,2082
,1657980,8679755,137163,5001494,1206612,2020-03-24 11:23:01.163000,-15,2020-03-24 11:23:04.410000,Waived current late fee 1.,2082
,1658283,8680845,278673,5002136,1206777,2020-03-26 09:50:20.507000,15,2020-03-26 09:50:23.790000,Waived current late fee 1.,5265
,1658284,8680845,278673,5002136,1206777,2020-03-26 09:50:20.507000,-15,2020-03-26 09:50:23.790000,Waived current late fee 1.,5265
,1660807,8693183,152543,5010492,1208829,2020-04-06 18:04:57.977000,15,2020-04-06 18:05:09.843000,Waived current late fee 1.,93
,1660808,8693183,152543,5010492,1208829,2020-04-06 18:04:57.977000,-15,2020-04-06 18:05:09.843000,Waived current late fee 1.,93
,1661451,8695529,158736,5011846,1209190,2020-04-09 16:06:16.600000,25,2020-04-09 16:06:48.930000,Waived current late fee 2.,93
,1661452,8695529,158736,5011846,1209190,2020-04-09 16:06:16.600000,-25,2020-04-09 16:06:48.947000,Waived current late fee 2.,93
,1662471,8698853,385377,5013637,1209582,2020-04-15 09:46:03.607000,15,2020-04-15 09:46:11.063000,Waived current late fee 1.,93
,1662472,8698853,385377,5013637,1209582,2020-04-15 09:46:03.607000,-15,2020-04-15 09:46:11.063000,Waived current late fee 1.,93
,1667861,8717068,398611,5024450,1212078,2020-05-04 12:39:44.483000,15,2020-05-04 12:39:48.297000,Waived current late fee 1.,2082
,1667862,8717068,398611,5024450,1212078,2020-05-04 12:39:44.483000,-15,2020-05-04 12:39:48.297000,Waived current late fee 1.,2082
,1667941,8717912,36864,5025019,1212172,2020-05-05 09:25:49.317000,15,2020-05-05 09:25:50.453000,Waived current late fee 1.,93
,1667942,8717912,36864,5025019,1212172,2020-05-05 09:25:49.317000,-15,2020-05-05 09:25:50.453000,Waived current late fee 1.,93
,1668195,8719577,386986,5026012,1212367,2020-05-06 16:43:34.313000,25,2020-05-06 16:43:51.890000,Waived current late fee 2.,2082
,1668196,8719577,386986,5026012,1212367,2020-05-06 16:43:34.313000,-25,2020-05-06 16:43:51.890000,Waived current late fee 2.,2082
,1668709,8721667,253062,5027243,1212676,2020-05-09 10:38:51.677000,25,2020-05-09 10:38:53.633000,Waived current late fee 2.,93
,1668710,8721667,253062,5027243,1212676,2020-05-09 10:38:51.677000,-25,2020-05-09 10:38:53.650000,Waived current late fee 2.,93
,1668715,8721699,265841,5027262,1212682,2020-05-09 10:59:44.847000,15,2020-05-09 11:00:23.787000,Waived current late fee 1.,93
,1668716,8721699,265841,5027262,1212682,2020-05-09 10:59:44.847000,-15,2020-05-09 11:00:23.787000,Waived current late fee 1.,93
,1668727,8721826,402748,5027342,1212699,2020-05-09 12:38:15.543000,15,2020-05-09 12:38:17.867000,Waived current late fee 1.,93
,1668728,8721826,402748,5027342,1212699,2020-05-09 12:38:15.543000,-15,2020-05-09 12:38:17.867000,Waived current late fee 1.,93
,1669387,8724324,395990,5028684,1213037,2020-05-13 11:09:35.853000,15,2020-05-13 11:10:20.147000,Waived current late fee 1.,2082
,1669388,8724324,395990,5028684,1213037,2020-05-13 11:09:35.853000,-15,2020-05-13 11:10:20.147000,Waived current late fee 1.,2082
,1670035,8726257,402782,5029651,1213386,2020-05-15 12:44:52.290000,15,2020-05-15 12:44:54.597000,Waived current late fee 1.,3240
,1670036,8726257,402782,5029651,1213386,2020-05-15 12:44:52.290000,-15,2020-05-15 12:44:54.613000,Waived current late fee 1.,3240
,1670231,8726993,399532,5030055,1213476,2020-05-16 11:44:52.607000,15,2020-05-16 11:44:57.160000,Waived current late fee 1.,93
,1670232,8726993,399532,5030055,1213476,2020-05-16 11:44:52.607000,-15,2020-05-16 11:44:57.160000,Waived current late fee 1.,93
,1671805,8733310,156627,5033560,1214285,2020-05-27 10:05:59.303000,15,2020-05-27 10:06:29.680000,Waived current late fee 1.,2082
,1671806,8733310,156627,5033560,1214285,2020-05-27 10:05:59.303000,-15,2020-05-27 10:06:29.680000,Waived current late fee 1.,2082
,1672077,8733692,337455,5033717,1214334,2020-05-27 13:53:10.010000,15,2020-05-27 13:53:23.283000,Waived current late fee 1.,2082
,1672078,8733692,337455,5033717,1214334,2020-05-27 13:53:10.010000,-15,2020-05-27 13:53:23.283000,Waived current late fee 1.,2082
,1672079,8733693,337455,5033717,1214335,2020-05-27 13:53:10.010000,25,2020-05-27 13:53:23.283000,Waived current late fee 2.,2082
,1672080,8733693,337455,5033717,1214335,2020-05-27 13:53:10.010000,-25,2020-05-27 13:53:23.283000,Waived current late fee 2.,2082
,1673204,8738294,403178,5036720,1214767,2020-06-01 11:47:51.517000,15,2020-06-01 11:47:58.997000,Waived current late fee 1.,2082
,1673205,8738294,403178,5036720,1214767,2020-06-01 11:47:51.517000,-15,2020-06-01 11:47:58.997000,Waived current late fee 1.,2082
,1673400,8739853,211203,5037835,1214865,2020-06-01 14:40:42.857000,15,2020-06-01 14:40:44.507000,Waived current late fee 1.,2082
