Totals & Averages,RECEIPTID,TENANTID,EMPLOYEEID,DCAMT,DRCPT,IRECEIPTNUM,PAYMENTID
,1524601,111644,1212,255,2014-02-26 10:24:49.677000,16635,2575008
,1524601,111644,1212,255,2014-02-26 10:24:49.677000,16635,2575009
,1524602,87047,1212,159,2014-02-26 10:24:58.040000,16636,2575010
,1524603,101908,1212,51,2014-02-26 10:25:02.140000,16637,2575011
,1524698,131030,1212,92,2014-02-26 11:58:20.303000,16638,2575265
,1524723,117121,47,53,2014-02-26 12:16:45.070000,16639,2575328
,1524919,121903,1212,25,2014-02-26 14:47:43.843000,16640,2575753
,1524921,121903,1212,50,2014-02-26 14:49:02.357000,16641,2575754
,1524978,1534,47,84,2014-02-26 15:41:23.673000,16642,2575850
,1524978,1534,47,84,2014-02-26 15:41:23.673000,16642,2575851
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575888
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575889
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575890
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575891
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575892
,1525001,121903,1212,256,2014-02-26 15:56:29.113000,16643,2575893
,1525019,89535,1212,69,2014-02-26 16:08:47.557000,16644,2575941
,1525044,77250,1212,68,2014-02-26 16:44:13.450000,16645,2575976
,1525307,124706,93,70,2014-02-27 09:03:20.400000,16646,2576460
,1525308,1555,93,157,2014-02-27 09:03:24.547000,16647,2576461
,1525309,63814,93,68,2014-02-27 09:03:27.840000,16648,2576462
,1525334,1519,93,33,2014-02-27 09:35:29,16649,2576499
,1525340,1378,47,46.33,2014-02-27 09:41:52.910000,16650,2576514
,1525340,1378,47,46.33,2014-02-27 09:41:52.910000,16650,2576515
,1525369,122887,93,70,2014-02-27 10:10:17.203000,16651,2576573
,1525369,122887,93,70,2014-02-27 10:10:17.203000,16651,2576574
,1525372,117172,93,70,2014-02-27 10:15:40.323000,16652,2576578
,1525376,80540,93,69,2014-02-27 10:20:49.857000,16653,2576583
,1525690,129872,47,53,2014-02-27 14:18:19.737000,16655,2577158
,1525828,131248,93,0,2014-02-27 15:36:28.077000,16656,2577404
,1525846,131248,93,60,2014-02-27 15:45:21.470000,16657,2577446
,1525918,131253,93,102,2014-02-27 16:31:54.733000,16658,2577571
,1525918,131253,93,102,2014-02-27 16:31:54.733000,16658,2577584
,1525918,131253,93,102,2014-02-27 16:31:54.733000,16658,2577585
,1525938,122506,93,211,2014-02-27 16:42:58.407000,16659,2577608
,1525938,122506,93,211,2014-02-27 16:42:58.407000,16659,2577609
,1525938,122506,93,211,2014-02-27 16:42:58.407000,16659,2577610
,1526153,42454,47,89,2014-02-27 19:33:16.793000,16660,2578016
,1526187,96872,47,143,2014-02-27 20:43:15.677000,16661,2578077
,1526187,96872,47,143,2014-02-27 20:43:15.677000,16661,2578078
,1526215,73227,47,95,2014-02-28 06:37:50.210000,16662,2578123
,1526294,77987,93,51,2014-02-28 08:58:55.800000,16663,2578216
,1526295,109867,93,112,2014-02-28 08:59:00.450000,16664,2578217
,1526297,111884,93,98,2014-02-28 08:59:03.150000,16665,2578219
,1526298,109609,93,112,2014-02-28 08:59:06.050000,16666,2578220
,1526299,1497,93,99,2014-02-28 08:59:09.217000,16667,2578221
,1526300,107793,93,70,2014-02-28 08:59:16.127000,16668,2578222
,1526301,80105,93,131,2014-02-28 08:59:19.997000,16669,2578223
,1526302,1525,93,102,2014-02-28 08:59:23.053000,16670,2578224
,1526303,1310,93,107,2014-02-28 08:59:26.517000,16671,2578225
,1526304,74619,93,51,2014-02-28 08:59:30.247000,16672,2578226
,1526332,1375,93,124,2014-02-28 09:18:50.700000,16673,2578266
,1526338,1410,93,98,2014-02-28 09:25:23.307000,16674,2578280
,1526338,1410,93,98,2014-02-28 09:25:23.307000,16674,2578281
,1526341,125450,93,96,2014-02-28 09:26:17.407000,16675,2578284
,1526341,125450,93,96,2014-02-28 09:26:17.407000,16675,2578285
,1526343,1302,93,69,2014-02-28 09:27:23.817000,16676,2578287
,1526344,1302,93,69,2014-02-28 09:28:25.500000,16677,2578288
,1526353,123675,93,224,2014-02-28 09:48:42.940000,16678,2578307
,1526634,54536,93,91,2014-02-28 11:51:03.827000,16679,2578781
,1526634,54536,93,91,2014-02-28 11:51:03.827000,16679,2578782
,1526783,129506,47,85,2014-02-28 12:41:41.200000,16680,2578994
,1526783,129506,47,85,2014-02-28 12:41:41.200000,16680,2578995
,1527095,131303,93,102,2014-02-28 14:37:06.767000,16681,2579620
,1527095,131303,93,102,2014-02-28 14:37:06.767000,16681,2579621
,1527553,129762,93,53,2014-02-28 16:51:22.887000,16682,2580425
,1528157,121098,93,45,2014-03-01 09:01:38.387000,16685,2581481
,1528157,121098,93,45,2014-03-01 09:01:38.387000,16685,2581482
,1528157,121098,93,45,2014-03-01 09:01:38.387000,16685,2581483
,1528174,121098,93,172,2014-03-01 09:02:09.603000,16686,2581510
,1528174,121098,93,172,2014-03-01 09:02:09.603000,16686,2581511
,1528174,121098,93,172,2014-03-01 09:02:09.603000,16686,2581512
,1528439,80558,47,218,2014-03-01 09:16:53.730000,16687,2581922
,1528439,80558,47,218,2014-03-01 09:16:53.730000,16687,2581923
,1528735,84164,93,59,2014-03-01 09:56:24.267000,16688,2582353
,1528795,80344,93,192,2014-03-01 10:12:22.703000,16690,2582428
,1528795,80344,93,192,2014-03-01 10:12:22.703000,16690,2582429
,1528802,47201,93,0,2014-03-01 10:13:39,16691,2582437
,1528802,47201,93,0,2014-03-01 10:13:39,16691,2582438
,1528808,131248,93,10,2014-03-01 10:16:19.900000,16693,2582447
,1528842,1301,93,69,2014-03-01 10:21:18.203000,16694,2582490
,1528843,123174,93,112,2014-03-01 10:21:22.243000,16695,2582491
,1528844,1309,93,91,2014-03-01 10:21:24.913000,16696,2582492
,1528846,1400,93,132,2014-03-01 10:21:28.330000,16697,2582494
,1528847,1605,93,206,2014-03-01 10:21:32.027000,16698,2582495
,1528850,130016,93,161,2014-03-01 10:21:39.013000,16699,2582498
,1528851,1508,93,98,2014-03-01 10:21:42.493000,16700,2582499
,1528853,1433,93,94,2014-03-01 10:21:45.597000,16701,2582501
,1529206,61636,93,138,2014-03-01 10:52:51.300000,16702,2583149
,1529206,61636,93,138,2014-03-01 10:52:51.300000,16702,2583150
,1529206,61636,93,138,2014-03-01 10:52:51.300000,16702,2583151
,1529245,1531,93,69,2014-03-01 10:58:25.890000,16703,2583205
,1529245,1531,93,69,2014-03-01 10:58:25.890000,16703,2583206
,1529253,1496,93,224,2014-03-01 10:59:44.793000,16704,2583219
,1529253,1496,93,224,2014-03-01 10:59:44.793000,16704,2583220
,1529257,1383,93,15,2014-03-01 11:00:30.750000,16705,2583225
,1529263,1383,93,137,2014-03-01 11:00:56.990000,16706,2583236
,1529263,1383,93,137,2014-03-01 11:00:56.990000,16706,2583237
,1529279,1335,93,91,2014-03-01 11:02:14.273000,16707,2583259
,1529279,1335,93,91,2014-03-01 11:02:14.273000,16707,2583260
,1529447,63195,93,82,2014-03-01 11:19:27.400000,16708,2583537
,1529499,78083,93,154,2014-03-01 11:33:36.993000,16709,2583648
,1529640,131360,93,194,2014-03-01 11:49:02.027000,16710,2583955
,1529640,131360,93,194,2014-03-01 11:49:02.027000,16710,2584008
,1529850,125015,93,70,2014-03-01 12:16:42.837000,16711,2584277
,1530694,1574,93,105,2014-03-01 13:37:34.043000,16712,2585659
,1530703,1574,93,41,2014-03-01 13:38:24.993000,16713,2585675
,1530703,1574,93,41,2014-03-01 13:38:24.993000,16713,2585676
,1530854,130079,93,70,2014-03-01 14:02:15.707000,16714,2585965
,1530861,1368,93,114,2014-03-01 14:03:56.950000,16715,2585975
,1530861,1368,93,114,2014-03-01 14:03:56.950000,16715,2585976
,1531246,101914,47,109,2014-03-01 15:08:38.730000,16716,2586678
,1532458,1510,47,208,2014-03-01 17:12:11.840000,16717,2588814
,1532511,131406,93,92,2014-03-01 17:29:35.560000,16718,2588895
,1532511,131406,93,92,2014-03-01 17:29:35.560000,16718,2588896
,1534230,1494,47,111,2014-03-03 08:29:42.090000,16719,2591755
,1534458,128570,93,92,2014-03-03 10:06:08.020000,16720,2592036
,1534459,88493,93,69,2014-03-03 10:06:13.057000,16721,2592037
,1534460,1415,93,69,2014-03-03 10:06:15.770000,16722,2592038
,1534461,130106,93,161,2014-03-03 10:06:19.167000,16723,2592039
,1534462,1390,93,112,2014-03-03 10:06:21.840000,16724,2592040
,1534463,56415,93,111,2014-03-03 10:06:29.307000,16725,2592041
,1534464,1501,93,195,2014-03-03 10:06:33.247000,16726,2592042
,1534464,1501,93,195,2014-03-03 10:06:33.247000,16726,2592043
,1534465,1425,93,178,2014-03-03 10:06:39.210000,16727,2592044
,1534465,1425,93,178,2014-03-03 10:06:39.210000,16727,2592045
,1534466,112222,93,152,2014-03-03 10:06:47.250000,16728,2592046
,1534466,112222,93,152,2014-03-03 10:06:47.250000,16728,2592047
,1534467,1319,93,52,2014-03-03 10:06:50.723000,16729,2592048
,1534535,1513,93,69,2014-03-03 10:37:26.143000,16730,2592143
,1534664,94558,93,68,2014-03-03 11:19:03.593000,16731,2592322
,1534785,48084,93,140,2014-03-03 11:43:22.683000,16732,2592483
,1534785,48084,93,140,2014-03-03 11:43:22.683000,16732,2592484
,1534785,48084,93,140,2014-03-03 11:43:22.683000,16732,2592485
,1534785,48084,93,140,2014-03-03 11:43:22.683000,16732,2592486
,1534801,124756,93,70,2014-03-03 11:46:08.233000,16733,2592508
,1534812,42439,93,102,2014-03-03 11:50:23.380000,16734,2592525
,1534927,102414,93,109,2014-03-03 12:27:19.347000,16735,2592705
,1535058,19424,93,255,2014-03-03 13:07:31.310000,16736,2592929
,1535058,19424,93,255,2014-03-03 13:07:31.310000,16736,2592930
,1535160,1442,93,69,2014-03-03 13:37:26.277000,16737,2593090
,1535237,94274,47,90,2014-03-03 14:03:07.417000,16740,2593226
,1535532,1507,93,131,2014-03-03 15:20:31.560000,16742,2593753
,1535609,128868,93,38,2014-03-03 15:46:48.110000,16743,2593887
,1535613,131481,93,171,2014-03-03 15:47:39.403000,16744,2593893
,1535613,131481,93,171,2014-03-03 15:47:39.403000,16744,2593919
,1535613,131481,93,171,2014-03-03 15:47:39.403000,16744,2593920
,1535644,1581,93,329,2014-03-03 16:00:03.143000,16745,2593938
,1535644,1581,93,329,2014-03-03 16:00:03.143000,16745,2593939
,1535644,1581,93,329,2014-03-03 16:00:03.143000,16745,2593940
,1535644,1581,93,329,2014-03-03 16:00:03.143000,16745,2593941
,1535692,131482,93,0,2014-03-03 16:11:19.387000,16746,2594005
,1535727,42686,93,68,2014-03-03 16:22:17.600000,16747,2594058
,1536105,1314,47,69,2014-03-03 18:53:36.260000,16748,2594746
,1536584,131482,93,98,2014-03-04 09:26:05.933000,16749,2595525
,1536748,1298,93,10,2014-03-04 09:55:00.157000,16750,2595748
,1536786,49524,47,91,2014-03-04 10:24:40.250000,16751,2595825
,1536893,117683,93,79,2014-03-04 11:11:22.710000,16752,2596003
,1536894,1380,93,97,2014-03-04 11:11:26.160000,16753,2596004
,1537175,1367,93,198,2014-03-04 12:44:32.787000,16754,2596414
,1537435,122083,93,142,2014-03-04 14:15:00.850000,16755,2596865
,1537441,50019,93,112,2014-03-04 14:16:34.590000,16756,2596871
,1537441,50019,93,112,2014-03-04 14:16:34.590000,16756,2596872
,1537447,128484,93,92,2014-03-04 14:18:08.890000,16757,2596880
,1537464,1572,93,82,2014-03-04 14:24:57.177000,16758,2596912
,1537471,41035,93,89,2014-03-04 14:28:07.073000,16759,2596921
,1537632,54893,47,222,2014-03-04 15:34:59.097000,16760,2597196
,1537645,1307,93,91,2014-03-04 15:39:57.487000,16761,2597215
,1537645,1307,93,91,2014-03-04 15:39:57.487000,16761,2597216
,1537669,85611,93,112,2014-03-04 15:48:29.463000,16762,2597258
,1537760,43761,93,104,2014-03-04 16:26:51.320000,16763,2597396
,1537760,43761,93,104,2014-03-04 16:26:51.320000,16763,2597397
,1538266,129629,47,127,2014-03-05 08:29:53.133000,16764,2598242
,1538266,129629,47,127,2014-03-05 08:29:53.133000,16764,2598243
,1538445,77516,1212,143,2014-03-05 09:54:20.833000,16765,2598520
,1538445,77516,1212,143,2014-03-05 09:54:20.833000,16765,2598521
,1538447,123688,1212,112,2014-03-05 09:59:16.143000,16766,2598524
,1538447,123688,1212,112,2014-03-05 09:59:16.143000,16766,2598525
,1538448,48508,1212,69,2014-03-05 09:59:19.417000,16767,2598526
,1538449,1466,1212,102,2014-03-05 09:59:22.070000,16768,2598527
,1538469,125158,1212,312,2014-03-05 10:15:31.567000,16769,2598553
,1538469,125158,1212,312,2014-03-05 10:15:31.567000,16769,2598554
,1538469,125158,1212,312,2014-03-05 10:15:31.567000,16769,2598555
,1538632,46940,1212,97,2014-03-05 11:45:16.850000,16770,2598808
,1538777,131572,1212,53,2014-03-05 12:34:02.703000,16771,2599061
,1538777,131572,1212,53,2014-03-05 12:34:02.703000,16771,2599064
,1539413,1438,1212,91,2014-03-05 15:35:47.863000,16772,2600040
,1539487,1576,47,69,2014-03-05 16:06:44.187000,16773,2600185
,1539692,1297,1212,91,2014-03-05 17:12:20.040000,16774,2600525
,1540123,1597,93,214,2014-03-06 09:00:08.850000,16775,2601278
,1540164,131607,93,82,2014-03-06 09:33:59.053000,16776,2601332
,1540164,131607,93,82,2014-03-06 09:33:59.053000,16776,2601335
,1540416,86319,93,52,2014-03-06 11:48:04.533000,16777,2601813
,1540458,121532,93,85,2014-03-06 12:07:32.833000,16778,2601888
,1540458,121532,93,85,2014-03-06 12:07:32.833000,16778,2601889
,1540513,131621,93,53,2014-03-06 12:30:48.340000,16779,2601984
,1540513,131621,93,53,2014-03-06 12:30:48.340000,16779,2601992
,1540716,1566,93,134,2014-03-06 13:57:14.383000,16780,2602327
,1540716,1566,93,134,2014-03-06 13:57:14.383000,16780,2602328
,1540726,1335,93,30,2014-03-06 14:04:40.417000,16781,2602347
,1540741,107465,93,264,2014-03-06 14:14:26.807000,16782,2602373
,1540741,107465,93,264,2014-03-06 14:14:26.807000,16782,2602374
,1540745,75673,93,97,2014-03-06 14:15:25.637000,16783,2602386
,1540751,115351,93,140,2014-03-06 14:18:45.800000,16784,2602394
,1540751,115351,93,140,2014-03-06 14:18:45.800000,16784,2602395
,1540751,115351,93,140,2014-03-06 14:18:45.800000,16784,2602396
,1540751,115351,93,140,2014-03-06 14:18:45.800000,16784,2602397
,1540751,115351,93,140,2014-03-06 14:18:45.800000,16784,2602398
,1540753,115351,93,15,2014-03-06 14:19:31.430000,16785,2602400
,1540846,130249,93,72,2014-03-06 14:57:28.503000,16786,2602552
,1541381,41256,47,68,2014-03-06 19:32:59.357000,16787,2603477
,1541401,49743,47,131,2014-03-06 19:52:03.753000,16788,2603529
,1541500,130092,47,70,2014-03-07 08:57:33.007000,16789,2603729
,1541534,110447,93,112,2014-03-07 09:37:11.047000,16790,2603851
,1541535,116061,93,52,2014-03-07 09:37:14.120000,16791,2603852
,1541536,1605,93,136,2014-03-07 09:37:16.850000,16792,2603853
,1541537,1310,93,107,2014-03-07 09:37:19.813000,16793,2603854
,1541541,122852,93,43,2014-03-07 09:53:52.693000,16794,2603859
,1541542,1568,93,120,2014-03-07 09:55:55.747000,16795,2603860
,1541542,1568,93,120,2014-03-07 09:55:55.747000,16795,2603861
,1541576,1506,93,97,2014-03-07 10:31:37.753000,16796,2603917
,1541823,108414,93,70,2014-03-07 12:42:31.910000,16797,2604339
,1541989,130333,93,53,2014-03-07 13:57:34.077000,16798,2604617
,1542253,1538,93,109,2014-03-07 15:53:51.207000,16799,2605082
,1542368,116012,93,70,2014-03-07 16:43:27.973000,16800,2605276
,1542830,86051,93,91,2014-03-08 09:34:32.377000,16801,2606093
,1542831,110524,93,43,2014-03-08 09:34:36.543000,16802,2606094
,1542832,76655,93,68,2014-03-08 09:34:39.443000,16803,2606095
,1542833,121940,93,53,2014-03-08 09:34:43,16804,2606096
,1542834,130360,93,70,2014-03-08 09:34:45.810000,16805,2606097
,1542835,1605,93,221,2014-03-08 09:34:52.550000,16806,2606098
,1542836,84529,93,88,2014-03-08 09:34:55.403000,16807,2606099
,1542837,123837,93,98,2014-03-08 09:34:58.180000,16808,2606100
,1542838,76646,93,102,2014-03-08 09:35:01.083000,16809,2606101
,1542839,76647,93,102,2014-03-08 09:35:03.890000,16810,2606102
,1542904,75668,93,68,2014-03-08 11:03:03.597000,16811,2606221
,1543001,28598,93,202,2014-03-08 11:54:33.970000,16812,2606391
,1543001,28598,93,202,2014-03-08 11:54:33.970000,16812,2606392
,1543005,97064,93,25,2014-03-08 11:57:55.007000,16813,2606397
,1543223,86209,47,92,2014-03-08 13:45:09.527000,16814,2606850
,1543224,86209,47,92,2014-03-08 13:45:13.133000,16815,2606851
,1543854,94641,47,68,2014-03-08 23:53:42.530000,16816,2607945
,1544156,131806,93,53,2014-03-10 10:02:51.823000,16817,2608437
,1544156,131806,93,53,2014-03-10 10:02:51.823000,16817,2608440
,1544219,131808,93,161,2014-03-10 10:45:55.810000,16818,2608546
,1544219,131808,93,161,2014-03-10 10:45:55.810000,16818,2608563
,1544232,80988,93,214,2014-03-10 10:59:54.263000,16819,2608592
,1544232,80988,93,214,2014-03-10 10:59:54.263000,16819,2608593
,1544232,80988,93,214,2014-03-10 10:59:54.263000,16819,2608594
,1544232,80988,93,214,2014-03-10 10:59:54.263000,16819,2608595
,1544234,84596,93,59,2014-03-10 11:02:11.687000,16820,2608597
,1544277,115493,93,60,2014-03-10 11:20:10.427000,16821,2608660
,1544297,123935,47,82,2014-03-10 11:30:58.873000,16822,2608703
,1544306,39064,47,83,2014-03-10 11:35:32.733000,16823,2608729
,1544306,39064,47,83,2014-03-10 11:35:32.733000,16823,2608730
,1544551,131481,93,54.19,2014-03-10 13:22:13.133000,16824,2609136
,1544551,131481,93,54.19,2014-03-10 13:22:13.133000,16824,2609170
,1544564,131481,93,32.52,2014-03-10 13:26:19.193000,16825,2609181
,1544564,131481,93,32.52,2014-03-10 13:26:19.193000,16825,2609183
,1544593,108511,93,112,2014-03-10 13:39:32.470000,16826,2609226
,1544593,108511,93,112,2014-03-10 13:39:32.470000,16826,2609227
,1544886,59919,47,69,2014-03-10 15:10:13.623000,16827,2609789
,1544920,108534,93,168,2014-03-10 15:28:42.657000,16828,2609861
,1544920,108534,93,168,2014-03-10 15:28:42.657000,16828,2609862
,1544920,108534,93,168,2014-03-10 15:28:42.657000,16828,2609863
,1544921,91649,93,69,2014-03-10 15:28:46.883000,16829,2609864
,1544922,116245,93,132,2014-03-10 15:28:49.660000,16830,2609865
,1544923,121998,93,53,2014-03-10 15:28:58.100000,16831,2609866
,1544924,52407,93,69,2014-03-10 15:29:01.267000,16832,2609867
,1544925,49619,93,71,2014-03-10 15:29:04.480000,16833,2609868
,1544926,78409,93,51,2014-03-10 15:29:07.647000,16834,2609869
,1544931,59874,93,300,2014-03-10 15:32:03.257000,16835,2609877
,1545042,108506,47,110,2014-03-10 16:18:53.127000,16836,2610090
,1545042,108506,47,110,2014-03-10 16:18:53.127000,16836,2610091
,1545860,130746,93,70,2014-03-11 09:56:43.140000,16837,2611524
,1545891,108603,47,132,2014-03-11 10:35:45.933000,16838,2611582
,1545926,94348,93,85,2014-03-11 11:07:21.793000,16839,2611657
,1545926,94348,93,85,2014-03-11 11:07:21.793000,16839,2611658
,1545987,1580,93,100,2014-03-11 12:00:05.650000,16840,2611791
,1546152,76557,47,134,2014-03-11 13:12:40.630000,16841,2612088
,1546190,46150,93,68,2014-03-11 13:29:18.627000,16842,2612164
,1546202,124119,93,138,2014-03-11 13:38:17.297000,16843,2612186
,1546213,1439,93,15,2014-03-11 13:41:08.227000,16844,2612231
,1546216,1439,93,181,2014-03-11 13:41:49.333000,16845,2612236
,1546216,1439,93,181,2014-03-11 13:41:49.333000,16845,2612237
,1546216,1439,93,181,2014-03-11 13:41:49.333000,16845,2612238
,1546247,1410,93,98,2014-03-11 14:04:59.763000,16846,2612322
,1546247,1410,93,98,2014-03-11 14:04:59.763000,16846,2612323
,1546253,1564,93,4,2014-03-11 14:09:08.197000,16847,2612333
,1546258,19281,93,57,2014-03-11 14:11:01.640000,16848,2612341
,1546268,47652,93,91,2014-03-11 14:13:48.933000,16849,2612364
,1546270,114129,93,384,2014-03-11 14:13:54.363000,16850,2612367
,1546270,114129,93,384,2014-03-11 14:13:54.363000,16850,2612368
,1546270,114129,93,384,2014-03-11 14:13:54.363000,16850,2612369
,1546271,125329,93,112,2014-03-11 14:14:01.413000,16851,2612370
,1546272,125330,93,79,2014-03-11 14:14:05.050000,16852,2612371
,1546273,84644,93,93,2014-03-11 14:14:08.247000,16853,2612372
,1546273,84644,93,93,2014-03-11 14:14:08.247000,16853,2612373
,1546321,108879,93,60,2014-03-11 14:49:24.483000,16854,2612488
,1546321,108879,93,60,2014-03-11 14:49:24.483000,16854,2612489
,1546327,107244,93,0,2014-03-11 14:51:40,16855,2612503
,1546327,107244,93,0,2014-03-11 14:51:40,16855,2612504
,1546327,107244,93,0,2014-03-11 14:51:40,16855,2612505
,1546330,107244,93,0,2014-03-11 14:52:20,16856,2612509
,1546330,107244,93,0,2014-03-11 14:52:20,16856,2612510
,1546330,107244,93,0,2014-03-11 14:52:20,16856,2612511
,1546378,48348,93,51,2014-03-11 15:24:29.410000,16857,2612617
,1546378,48348,93,51,2014-03-11 15:24:29.410000,16857,2612618
,1546389,118218,93,60,2014-03-11 15:28:53.880000,16858,2612642
,1546557,157576,93,69,2014-03-11 16:29:06.503000,16859,2613090
,1546658,122009,47,112,2014-03-11 17:38:45.333000,16860,2613302
,1546853,1516,47,396,2014-03-11 23:47:35.873000,16861,2613730
,1546853,1516,47,396,2014-03-11 23:47:35.873000,16861,2613731
,1546897,41371,1212,56,2014-03-12 09:11:54.550000,16862,2613831
,1546918,118111,1212,184,2014-03-12 09:42:40.313000,16863,2613880
,1546919,88954,1212,131,2014-03-12 09:42:44.400000,16864,2613881
,1546920,110740,1212,132,2014-03-12 09:42:47.333000,16865,2613882
,1546947,75188,1212,476,2014-03-12 10:40:12.057000,16866,2613921
,1546947,75188,1212,476,2014-03-12 10:40:12.057000,16866,2613922
,1546966,130622,1212,184,2014-03-12 10:55:03.303000,16867,2613960
